existing_id,existing_title,territory,decision,resolved_live_id,verification_status,official_source,canonical_action
dbbba545-076a-5015-89c7-980a134adc65,Berlinale World Cinema Fund,Global,CORRECT,dbbba545-076a-5015-89c7-980a134adc65,PARTIALLY_VERIFIED,https://www.berlinale.de/en/2027/news-press-releases/278543.html,Retain WCF but split production/distribution variants if report logic needs distinct opportunities
4a124fb7-ea7f-56d5-a064-17f2b6feb8ee,Northern Ireland Screen — Development and Production,United Kingdom,SPLIT,4a124fb7-ea7f-56d5-a064-17f2b6feb8ee,VERIFIED_CURRENT,https://northernirelandscreen.co.uk/funding/development/,"Replace combined row with Script Development, Project Development, Slate Development and a separately controlled Independent Film Production Investment route."
4e7773f1-c2a2-5e2f-a0ca-e31e6991ca35,BBC Film — Development and Co-Production,United Kingdom,CORRECT,4e7773f1-c2a2-5e2f-a0ca-e31e6991ca35,PARTIALLY_VERIFIED,https://picos.tools.bbc.co.uk/terms-and-conditions,"Retain as broadcaster/commissioning investment opportunity, not a grant; remove unsupported GBP1.5m cap and generic rolling-fund language."
61cacf0e-ea62-58bd-a827-67180a38b2e3,Creative England — iFeatures,United Kingdom,RECLASSIFY,61cacf0e-ea62-58bd-a827-67180a38b2e3,VERIFIED_CURRENT,https://www.wearecreative.uk/support/film-tv/ifeatures/,"Move from Grants to Markets/Labs/Talent Development. Remove GBP250,000 production-fund claim."
6347333e-b9c5-5e08-98bf-b0a033b3b9c7,Realness Institute — African Feature Film Development,Western Cape,RECLASSIFY,6347333e-b9c5-5e08-98bf-b0a033b3b9c7,VERIFIED_CURRENT,https://www.realness.institute/realness-residency,Replace grant-style record with Realness African Screenwriters Residency in Labs/Talent Development.
636a32bd-da1c-565c-bfdb-d86aca4b2eee,Singapore International Film Festival — Southeast Asian Film Fund,Singapore,SUSPEND_SPLIT,636a32bd-da1c-565c-bfdb-d86aca4b2eee,VERIFIED_HIATUS,https://sgiff.com/press-office/singapore-international-film-festival-sgiff-announces-new-festival-dates-for-its-37th-edition-in-2026/; https://sgiff.com/sgiff-film-fund/,Mark parent fund on hiatus; preserve two child schemes SEA-DOC and SEA-SHORTS as suspended/non-matchable until return is announced.
2f838be7-fae8-5d3c-a71a-654926f4a832,ANCINE — FSA Produção Independente,Brazil,SPLIT,2f838be7-fae8-5d3c-a71a-654926f4a832,VERIFIED_CURRENT,https://www.gov.br/ancine/pt-br/fsa/como-participar/chamadas-publicas-disponiveis-1,Retire generic BRL3m independent-production row and replace with actual current FSA calls/strands.
303bdba5-76c6-5bbb-8257-acaed42acefa,Film Centre Serbia — Production Support,Serbia,NEEDS_REVIEW,303bdba5-76c6-5bbb-8257-acaed42acefa,IDENTITY_ONLY_NEEDS_REVIEW,https://www.fcs.rs/industry-guide/filmski-podsticaji/,Exclude seeded selective-production grant from paid matching until a current official selective-fund call is located; keep Serbian cash incentive in Incentive Engine only.
0df412c4-b2f2-506c-85db-728a97c47a0a,CNC Romania — Selective Production Funding,Romania,CORRECT,0df412c4-b2f2-506c-85db-728a97c47a0a,PARTIALLY_VERIFIED,https://cnc.gov.ro/wp-content/uploads/2026/02/HCA-nr.-26-din-22.01.2026.pdf,Retain national CNC selective support concept but remove unsupported current RON3m cap/opening-soon status until the active competition notice is field-verified.
37166ec3-4c2f-5382-903e-f4b4c2f00aa0,Centre Cinématographique Marocain — Fonds d'Aide,Morocco,SPLIT,37166ec3-4c2f-5382-903e-f4b4c2f00aa0,VERIFIED_CURRENT,https://www.ccm.ma/en/soutien-a-la-production1; https://www.ccm.ma/actualite-2307,"Split generic Fonds d’Aide into Pre-production Advance on Receipts, Post-production Advance on Receipts, and Writing/Rewriting Support."
598e6e8a-20ef-53eb-a155-afaf0c108f15,National Film and Video Foundation — Co-Production Fund,Gauteng,CORRECT,598e6e8a-20ef-53eb-a155-afaf0c108f15,VERIFIED_CURRENT,https://www.nfvf.co.za/production-funding/; https://www.nfvf.co.za/nfvf-call-for-funding-applications-production-development-2026-27/,Correct territory to South Africa and model treaty co-productions as a condition within NFVF production funding unless/when a separate co-production call is current.
d4503efc-2ec3-5c70-91c3-607b1e5390ef,BAFTA — Rocliffe New Writing Competition,United Kingdom,RECLASSIFY,d4503efc-2ec3-5c70-91c3-607b1e5390ef,VERIFIED_CURRENT,https://www.bafta.org/programmes/rocliffe-new-writing-competition/,Move to Talent / Writing Competitions; remove from grant matching
6b42572e-1bcc-5bc8-9a78-95c1fd963677,Sundance Institute — Documentary Film Program,Global,CORRECT,6b42572e-1bcc-5bc8-9a78-95c1fd963677,VERIFIED_CURRENT,https://www.sundance.org/programs/documentary-film/,"Retain as Sundance Documentary Fund; correct geography, status, stage and current timing"
74e501e8-04ce-5f97-a198-30da84a8d652,Creative Europe MEDIA — Slate Development,Europe / Creative Europe MEDIA countries,CORRECT,74e501e8-04ce-5f97-a198-30da84a8d652,VERIFIED_CURRENT,https://culture.ec.europa.eu/creative-europe/creative-europe-media-strand; https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/crea/guidance/list-3rd-country-participation_crea_en.pdf,Correct territory and applicant geography; retain European Slate Development as EU-level funding opportunity
782515c4-f42d-5335-a57d-dabad19290e1,Creative Europe MEDIA — Development Single Project,Europe / Creative Europe MEDIA countries,ARCHIVE,782515c4-f42d-5335-a57d-dabad19290e1,VERIFIED_CURRENT,https://culture.ec.europa.eu/cs/news/creative-europe-in-2026-safeguarding-cultural-diversity-and-strengthening-the-competitiveness-of-the-cultural-and-creative-sectors,Archive legacy Single Project scheme from current match pool
dd06f31b-e328-5f5d-b661-f5dcb4d93eae,SFFILM — Rainin Grant,Global / US,CORRECT,dd06f31b-e328-5f5d-b661-f5dcb4d93eae,VERIFIED_CURRENT,https://sffilm.org/rainin-grant/,"Correct formats, amount, stage, budget cap and 2026 status"
ee2745c7-55ee-5fb4-8310-4a40e5a491d6,Film4 Development Fund,United Kingdom / International,CORRECT,ee2745c7-55ee-5fb4-8310-4a40e5a491d6,VERIFIED_CURRENT,https://www.film4productions.com/about; https://www.film4productions.com/faqs,Retain as broadcaster development/co-finance opportunity; remove unsupported fixed development cap
f6086ffa-267d-5b00-ace8-95bac3f09512,Sundance Institute — Feature Film Program,Global,RECLASSIFY,f6086ffa-267d-5b00-ace8-95bac3f09512,VERIFIED_CURRENT,https://www.sundance.org/programs/feature-film; https://apply.sundance.org/prog/2027_development_track/,Move to Labs / Fellowships / Talent Development; remove generic grant treatment
fd18a551-e062-57bc-a60c-4c8cee5cf942,BFI Doc Society Fund — Short Documentary,United Kingdom,CORRECT,fd18a551-e062-57bc-a60c-4c8cee5cf942,VERIFIED_CURRENT,https://bfi.docsociety.org/funds/made-of-truth/,Rename to Made of Truth: BFI Doc Society Short Film Fund and correct current rules
744e88fd-e3b1-5391-b490-9e66f7e13010,FFA — Drehbuchförderung (Script Development),Germany,SPLIT,744e88fd-e3b1-5391-b490-9e66f7e13010,VERIFIED_CURRENT,https://www.ffa.de/drehbuchfoerderung.html; https://www.ffa.de/jurybasierte-foerderung-treatment-drehbuch.html,Split legacy generic record into FFA statutory script/treatment funding and federal jury-based cultural development support
81436d47-4ee8-5dc6-9b49-758f62d9d8a6,German Federal Film Fund (DFFF) — DFFF I,Germany,RECLASSIFY,81436d47-4ee8-5dc6-9b49-758f62d9d8a6,VERIFIED_CURRENT,https://dfff-ffa.de/en.html; https://www.ffa.de/pressemitteilungen-detailseite.html?meldung=dfff-und-gmpf-schliessen-antragsannahme-fuer-2026-einreichstart-fuer-2027-in-vorbereitung,Move out of Grants and into Incentive Engine
d88bd137-1e2e-5920-8440-754061123d7c,German Federal Film Fund (DFFF) — DFFF II (Large Budget),Germany,RECLASSIFY,d88bd137-1e2e-5920-8440-754061123d7c,VERIFIED_CURRENT,https://dfff-ffa.de/en.html; https://www.ffa.de/pressemitteilungen-detailseite.html?meldung=dfff-und-gmpf-schliessen-antragsannahme-fuer-2026-einreichstart-fuer-2027-in-vorbereitung,Move out of Grants and into Incentive Engine
8171edc1-3c2d-5640-8618-689721b68c3c,ICA — Apoio à Produção de Longas-metragens,Portugal,SPLIT,8171edc1-3c2d-5640-8618-689721b68c3c,VERIFIED_CURRENT,https://ica-ip.pt/pt/concursos/apoio-ao-cinema/2026/2-longas-metragens-de-ficcao/; https://www.ica-ip.pt/pt/concursos/2026/,Replace generic all-format record with category-specific ICA production calls
6d91e878-16ed-5cfc-9919-9795b2caf56b,Czech Film Fund — Production Support,Czech Republic,SPLIT,6d91e878-16ed-5cfc-9919-9795b2caf56b,VERIFIED_CURRENT,https://fondkinematografie.cz/o-fondu/; https://www.filmcenter.cz/files/editor/files/2025_Flyer_en_CAF_Support%26Incentives%26Funding.pdf; https://www.fondkinematografie.cz/data/article/2025/08/TZ-SFA-KK-2026-srpen.pdf,Replace legacy generic production record with Czech Audiovisual Fund category-specific 2026 calls
dfc409ee-7bc6-5cc3-962d-bbb8d15c2f90,Czech Film Fund — Script Development,Czech Republic,SPLIT,dfc409ee-7bc6-5cc3-962d-bbb8d15c2f90,VERIFIED_CURRENT,https://fondkinematografie.cz/o-fondu/; https://www.filmcenter.cz/files/editor/files/2025_Flyer_en_CAF_Support%26Incentives%26Funding.pdf; https://www.fondkinematografie.cz/data/article/2025/08/TZ-SFA-KK-2026-srpen.pdf,Replace legacy generic script record with category-specific Czech Audiovisual Fund development calls
64ad9f09-548d-5d54-93c4-b71448a6a4ac,NFI Hungary — Short Film Fund,Hungary,CORRECT,64ad9f09-548d-5d54-93c4-b71448a6a4ac,VERIFIED_CURRENT,https://nfi.hu/en/national-film-institute/funding; https://nfi.hu/mozgokepszakmai-tamogatas,Retain NFI short/production support concept but suppress seeded 2027 opening-soon status and unsupported fixed cap
b79d2112-1827-5b97-8242-070e5a7c0579,National Film Institute Hungary — Production Support,Hungary,CORRECT,b79d2112-1827-5b97-8242-070e5a7c0579,VERIFIED_CURRENT,https://nfi.hu/mozgokepszakmai-tamogatas; https://nfi.hu/hu/palyazatok/nyertes-palyazatok?category_id=6&filter=,Retain production support route but update availability and remove unsupported generic cap
0427430d-8bfc-529c-b20e-d977aebd1a15,RTE — Documentary on One Development Fund,Ireland,ARCHIVE_REPLACE,0427430d-8bfc-529c-b20e-d977aebd1a15,VERIFIED_CURRENT,https://about.rte.ie/commissioning/commissioning-briefs/rte-arts-culture/,Archive this unsupported scheme name and replace with the current RTÉ/ARTE documentary co-production opportunity
0c577d00-3d1e-592f-a8d6-161ceb6cf375,Fonds Images Afrique — Institut Français,Africa / Global South,ARCHIVE_RECLASSIFY,0c577d00-3d1e-592f-a8d6-161ceb6cf375,VERIFIED_CURRENT,https://www.institutfrancais.com/en/programme/consulting-and-expertise/fabrique-cinema,Remove legacy fund from current grant pool; route current Institut français cinema opportunity through Labs/Markets where appropriate
4b115def-8bf3-5fea-a3df-e9f64b8ffc9e,Arts Council Malta — Creative Fund,Malta,ARCHIVE_REPLACE,4b115def-8bf3-5fea-a3df-e9f64b8ffc9e,VERIFIED_CURRENT,https://artscouncilmalta.gov.mt/en/funding-and-grants/screen-support-scheme/; https://artscouncilmalta.gov.mt/wp-content/uploads/2026/05/List-of-Schemes-EN.pdf,Replace generic Creative Fund record with the current Screen Support Scheme strands
87b941bc-5136-5503-9910-b42887ba08ee,ARTE France Cinéma — Co-production Fund,France / International,CORRECT,6ad3b9fe-137b-5d57-8181-53561d312656,VERIFIED_CURRENT,https://projets.arte.tv/fr/unites/cinema-coproductions-filiale-arte-france-cinema,"Retain as broadcaster co-production/pre-buy opportunity, not a capped grant"
f7d2c098-4575-5834-8a62-81ddf0d5720f,Malta Film Fund — Production Grant,Malta,ARCHIVE_REPLACE,90ac0fd8-5f90-5a79-87b4-6b9eef2f7d6c,VERIFIED_CURRENT,https://artscouncilmalta.gov.mt/en/funding-and-grants/screen-support-scheme-strand-1-to-5/; https://artscouncilmalta.gov.mt/archive/applications-for-the-screen-support-scheme-are-now-open/,Replace legacy Malta Film Fund with Arts Council Malta Screen Support Scheme Strand 4
90f19637-a5b0-5e1e-b1e2-8989a7d6e3f8,Screen Wales — Production Funding,Wales / United Kingdom,CORRECT,95ca673d-8f97-5a87-b780-f4a1cf3224d3,VERIFIED_CURRENT,https://www.creative.wales/funding-and-support/ffilm-cymru-wales-feature-film-production-fund,Rename to Ffilm Cymru Wales Feature Film Production Fund and align applicant/project focus
c3041514-1b51-5684-8ec2-4c69fd5a2dc8,Ibermedia — Co-Production and Development Fund,Ibero-America,SPLIT,a0cc08d6-cb37-540b-b7a7-ad74c2cb0e5c,VERIFIED_CURRENT,https://www.programaibermedia.com/nuestras-convocatorias/; https://www.programaibermedia.com/convocatorias/,"Split into 2026 Co-production, Feature Co-development, Series Co-development and other current Ibermedia modalities"
cd08490e-86d2-5876-94b7-268d24c1f173,MiC — Contributi allo Sviluppo (Development),Italy,CORRECT,ca84b1b3-9dba-54d8-8a6d-1bd2cb4657ae,VERIFIED_CURRENT,https://cinema.cultura.gov.it/cosa-facciamo/sostegni-economici/linee-di-sostegno/contributi-selettivi/sviluppo/; https://cinema.cultura.gov.it/avvisi/bando-per-la-concessione-di-contributi-selettivi-anno-2026/,Align with 2026 MiC Selective Development programme
f38ed385-e7e2-5ad2-a1ae-2a72bdcd112e,Medienboard Berlin-Brandenburg,Germany — Berlin-Brandenburg,CORRECT,eb2da0fa-0d7a-5f4b-bf08-fa0dd4fa2521,VERIFIED_CURRENT,https://www.medienboard.de/presse-events/pressemitteilungen-und-publikationen/film-kino,Retain as regional development/production fund; make stage-specific rather than generic
333e76a0-5eae-5fe0-97c6-bf5e7be2f2ab,"NYSCA — Film, Media, and New Technology Grants",New York,ARCHIVE_REPLACE,333e76a0-5eae-5fe0-97c6-bf5e7be2f2ab,VERIFIED_CURRENT,https://arts.ny.gov/nysca-regrants-and-partnerships,Archive generic direct-film-grant record; replace with current NYSCA/Wave Farm Media Arts Assistance Fund pathway
3d864145-e928-5e07-88e4-de83e2a1e9e9,California Arts Council — Artists in Communities,California,ARCHIVE_REPLACE,3d864145-e928-5e07-88e4-de83e2a1e9e9,VERIFIED_CURRENT,https://arts.ca.gov/grant_program/impact-projects/,Replace legacy Artists in Communities record with current Impact Projects only where project/applicant qualifies
7219afac-a547-533a-aa0f-754715d2d9e3,Alberta Foundation for the Arts — Film and Video Production,Alberta,CORRECT,7219afac-a547-533a-aa0f-754715d2d9e3,VERIFIED_CURRENT,https://www.affta.ab.ca/funding/find-funding/film-and-video-individual-project-funding,Rename to Film and Video Individual Project Funding and correct cap/eligibility/deadlines
95d2f740-d0dd-5ea0-8a7f-17a2922deca9,Canada Media Fund — Development — English Market,Canada,SPLIT,95d2f740-d0dd-5ea0-8a7f-17a2922deca9,VERIFIED_CURRENT,https://cmf-fmc.ca/program/development-and-predevelopment-funding/; https://cmf-fmc.ca/program/slate-development-pilot-program/,Replace generic English-market record with current 2026-27 Development/Predevelopment allocations plus Slate Development Pilot tracks
ae16e338-cf69-57a9-a4a6-67ad38edeef5,BC Arts Council — Creative BC Film Fund,British Columbia,CORRECT_REPLACE,ae16e338-cf69-57a9-a4a6-67ad38edeef5,VERIFIED_CURRENT,https://creativebc.com/funding-program/motion-picture/project-development-fund/,Replace with Creative BC Project Development Fund
c8d328a3-aaee-5621-9c4f-fdcef9730f77,Georgia Film Office — Film Georgia Fund,Georgia,ARCHIVE_RECLASSIFY,c8d328a3-aaee-5621-9c4f-fdcef9730f77,VERIFIED_CURRENT,https://georgia.org/industries/film/incentives,Remove from Grants; Georgia financial support belongs in Incentive Engine unless a current grant is separately verified
ba26116e-6876-55e4-9179-581b79817501,Illinois Arts Council Agency — Individual Artists Support,Illinois,ARCHIVE_REPLACE,ba26116e-6876-55e4-9179-581b79817501,VERIFIED_CURRENT,https://arts.illinois.gov/granting-opportunities/grants-programs/creative-accelerator-fund.html,Archive old Individual Artists Support and replace with current Creative Accelerator Fund where eligible
606cff15-13a7-5a7a-92b3-3ec8012d968d,Louisiana Division of the Arts — Artist Fellowship,Louisiana,ARCHIVE_REPLACE,606cff15-13a7-5a7a-92b3-3ec8012d968d,VERIFIED_CURRENT,https://www.crt.state.la.us/cultural-development/arts/grants/louisiana-project-grants/,Archive unsupported current fellowship record; current Louisiana Project Grants may be separately matched only to eligible community arts projects
885f7213-1945-510d-b3e4-824886676f74,SODEC — Programme d’aide au développement (Quebec),Quebec,SPLIT,885f7213-1945-510d-b3e4-824886676f74,VERIFIED_CURRENT,https://sodec.gouv.qc.ca/domaines-dintervention/cinema-et-television/aide-financiere/aide-developpement/,"Split into current selective writing, animation prototype, and applicable corporate/project development routes"
c1a45713-b468-5272-9723-d85ef042794f,SODEC — Programme d’aide à la production (Quebec),Quebec,SPLIT,c1a45713-b468-5272-9723-d85ef042794f,VERIFIED_CURRENT,https://sodec.gouv.qc.ca/domaines-dintervention/cinema-et-television/aide-financiere/production/,"Split into feature fiction, short, documentary, minority/post-production and other current production components"
e7766cf4-f546-5fe8-af3f-97e25ac7eb71,New Mexico Arts — Film and Arts Funding,New Mexico,ARCHIVE_REPLACE,e7766cf4-f546-5fe8-af3f-97e25ac7eb71,VERIFIED_CURRENT,https://nmarts.org/grants/grants-information/; https://nmarts.org/grants/apply-for-a-grant/,Archive generic film-fund framing; retain New Mexico Arts only as organizational media-arts funding when eligible
8929d3c8-3ea2-581b-83f8-73e1448c0452,Harold Greenberg Fund — Development,Canada,CORRECT,8929d3c8-3ea2-581b-83f8-73e1448c0452,VERIFIED_CURRENT,https://www.bellmedia.ca/producer-guidelines/crave/,Retain as Canadian feature Script Development fund; suppress unsupported universal CAD75k cap until current official program terms are verified
4dd4cae3-0346-5f27-a1e9-ea14ba1e1e1f,Film and Television Institute of India — Short Film,India,SPLIT_CORRECT,4dd4cae3-0346-5f27-a1e9-ea14ba1e1e1f,VERIFIED_CURRENT,https://ftii.ac.in/notifications; https://ftii.ac.in/en/notification/call-for-proposal-dcdfc-scheme-for-north-east-region,Replace generic FTII short-film grant with current scheme-specific FTII/DCDFC calls
4e7bbe55-936f-5edc-ad6c-7f6b600d7b77,NAC — National Arts Council Singapore — Creation Grant,Singapore,CORRECT_RECLASSIFY,4e7bbe55-936f-5edc-ad6c-7f6b600d7b77,VERIFIED_CURRENT,https://www.nac.gov.sg/support/funding-and-schemes/creation-grant/overview; https://www.nac.gov.sg/support/funding-and-schemes/creation-grant/how-and-when-to-apply,"Retain as arts creation/development opportunity, not general film production fund"
88a2da97-53da-5d94-ad54-d47a7438deaf,Japan — Agency for Cultural Affairs — Creative Industries Fund,Japan,SPLIT,88a2da97-53da-5d94-ad54-d47a7438deaf,VERIFIED_CURRENT,https://www.bunka.go.jp/seisaku/geijutsubunka/eiga/seisaku_shien/; https://www.bunka.go.jp/shinsei_boshu/kobo/94323101.html,Replace generic Creative Industries record with Japanese Film Production Support and International Co-production Film Support
cd34b748-eafe-50e2-97af-7b6f64307d0f,IMDA — Singapore Media Fund,Singapore,SPLIT,cd34b748-eafe-50e2-97af-7b6f64307d0f,VERIFIED_CURRENT,https://www.imda.gov.sg/about-imda/research-and-statistics/support-for-industry-sectors/media/tap/film,Replace generic Media Fund with current TAP Film project CFP grant tracks
e0b65972-3eea-559a-9c57-0a5e423fc057,Australian Film Television and Radio School — Short Film Fund,Australia,ARCHIVE_RECLASSIFY,e0b65972-3eea-559a-9c57-0a5e423fc057,VERIFIED_CURRENT,https://www.aftrs.edu.au/students/future-students/scholarships-and-financial-support/,Remove from film-project grant matcher; AFTRS current support is education/scholarship based unless a specific external project call is verified
445c63b8-c017-5bfd-bd54-216f42633f14,NHK — Japan Broadcasting Corporation International Co-Production,Japan,NEEDS_REVIEW,445c63b8-c017-5bfd-bd54-216f42633f14,NEEDS_REVIEW,,Keep non-matchable until current NHK co-production submission/financial terms are substantiated from an official current source
3dd618f9-1eb3-560e-b6dd-435dbf0f1936,Tribeca — Chanel Through Her Lens,United States,RECLASSIFY_CORRECT,3dd618f9-1eb3-560e-b6dd-435dbf0f1936,VERIFIED_CURRENT,https://tribecafilm.com/throughherlens/about; https://tribecafilm.com/throughherlens/faq,Move to Labs/Talent + attached grant; correct 2026 award structure
6989ad63-b78d-545a-81eb-eb1d810a0972,Catapult Film Fund — Development,Global,CORRECT,6989ad63-b78d-545a-81eb-eb1d810a0972,VERIFIED_CURRENT,https://catapultfilmfund.org/how-to-apply/development/,Correct current 2026 Development Grant rules and status
77f24c3a-4e21-5b97-abf0-c104d78f59dc,Sundance Institute — Women at Sundance — Adobe Fellows,Global,RECLASSIFY_CORRECT,77f24c3a-4e21-5b97-abf0-c104d78f59dc,VERIFIED_CURRENT,https://www.sundance.org/initiatives/womenatsundance,Move to Fellowship/Talent Programs; remove open-grant framing
7f403456-f23a-5d84-bbf7-b39f709ba0c3,IDA Enterprise Documentary Fund,Global,CORRECT_SPLIT,7f403456-f23a-5d84-bbf7-b39f709ba0c3,VERIFIED_CURRENT,https://www.documentary.org/about-enterprise-fund-0; https://www.documentary.org/enterprise/faq,Retain Enterprise Production Grant; development grant remains indefinitely on hold
82fa28c2-5493-52a7-ab02-48b6973dd353,Tribeca — IF/Then Shorts — Social Impact Documentary,Global,RECLASSIFY_CORRECT,82fa28c2-5493-52a7-ab02-48b6973dd353,VERIFIED_CURRENT,https://fieldofvision.org/if-then/about-if-then; https://fieldofvision.org/if-then,Rename/re-home to Field of Vision — IF/Then Shorts; remove obsolete Tribeca ownership and fixed $50k
a6d8f7d2-e08a-5cfa-ab22-37ff235020b8,Points North Institute — Fellowship,Global,RECLASSIFY_CORRECT,a6d8f7d2-e08a-5cfa-ab22-37ff235020b8,VERIFIED_CURRENT,https://pointsnorthinstitute.org/artist-programs/points-north-fellowship/,Move to Markets/Labs/Fellowships; remove guaranteed $25k grant framing
dea26066-be0e-5b77-a657-835c40086d49,Chicken & Egg Pictures — Hatching Fund,Global,ARCHIVE_SPLIT,dea26066-be0e-5b77-a657-835c40086d49,VERIFIED_CURRENT,https://chickeneggfilms.org/programs; https://chickeneggfilms.org/programs/research-and-development-grant; https://chickeneggfilms.org/programs/egg-celerator-lab; https://chickeneggfilms.org/programs/project-hatched,Replace legacy Hatching Fund with current Chicken & Egg programs
dc1dc448-e5a9-532e-8769-3112af186528,EWA Network — Women in Film and Television,Europe,RECLASSIFY_CORRECT,dc1dc448-e5a9-532e-8769-3112af186528,VERIFIED_CURRENT,https://www.ewawomen.com/film-industry-training/; https://www.ewawomen.com/why-join/,Move to Labs/Mentoring/Industry Programs; remove generic €10k grant framing
eb1b5ea0-f52f-5499-8811-c367d2163ae0,DOC/NYC — Fund for Inclusion,United States,ARCHIVE_REPLACE,eb1b5ea0-f52f-5499-8811-c367d2163ae0,VERIFIED_CURRENT,https://www.docnyc.net/the-louies/; https://www.docnyc.net/submissions/,Archive unsubstantiated Fund for Inclusion; add current DOC NYC The Louies and Subject Matter opportunities
81902ad2-9ac3-5c0d-860e-e12f5c47e0b1,ZDF / ARTE — Documentary Co-Production Fund,Europe,NEEDS_REVIEW,81902ad2-9ac3-5c0d-860e-e12f5c47e0b1,NEEDS_REVIEW,,Keep non-matchable until current official standard fund/cap is substantiated
54a3a50d-5b1d-52eb-897e-54ba6560d1bc,African Development Bank — FAPA Cultural Industry,Africa/Global,ARCHIVE_RECLASSIFY,54a3a50d-5b1d-52eb-897e-54ba6560d1bc,VERIFIED_CURRENT,https://www.afdb.org/en/topics-and-sectors/initiatives-partnerships/fund-for-african-private-sector-assistance,"Remove from film-grant matcher; FAPA is a technical-assistance/capacity-building fund, not a direct film-project finance scheme."
76a6652c-bba1-5f48-b920-c0d2320fccaa,ANCINE — FSA Desenvolvimento (Development),Brazil,SPLIT_REPLACE,76a6652c-bba1-5f48-b920-c0d2320fccaa,VERIFIED_CURRENT,https://www.gov.br/ancine/pt-br/fsa,Retire generic development row and create only current named FSA development calls when officially published.
b308f55d-4a95-5fe5-bada-313e4435d404,Canarias Crea — Ayudas a la Producción Audiovisual,Canary Islands,SPLIT,b308f55d-4a95-5fe5-bada-313e4435d404,VERIFIED_CURRENT,https://www.gobiernodecanarias.org/boc/2026/134/2365.html; https://www.gobiernodecanarias.org/boc/2026/146/2614.html,Split into 2026 Production/Majority + Minority Co-production and Development + Short Film routes.
